hand_value_id,game_id,player_hand_value,banker_hand_value
HVID-JTEA4J,GID-7ZAS8P,3,4
HVID-IEMTRU,GID-XOAMK4,3,8
HVID-RGH7S5,GID-3KWKQ6,7,9
HVID-QV60D6,GID-AAQA7W,3,9
HVID-IUGEC8,GID-VQK2MX,0,1
HVID-B0T38U,GID-OCMG1D,6,7
HVID-FT04KH,GID-618R31,5,9
HVID-DUNB2P,GID-WSWQ0W,9,4
HVID-5B6TZO,GID-I9V8RF,8,0
HVID-FXH11J,GID-3R9ES2,8,9
HVID-2YB0JJ,GID-3TKDXU,8,7
HVID-09R1BH,GID-NVSDTY,7,8
HVID-HQ2EKH,GID-YLLEUN,8,7
HVID-SEY2JR,GID-DETSSJ,1,7
HVID-Y6RT3H,GID-CWTA57,1,8
HVID-NG6MHW,GID-TGVAXA,2,3
HVID-V9FE7K,GID-LMNZ9O,9,2
HVID-42TMPW,GID-Y4CCLG,5,3
HVID-MP53K9,GID-D8L5MI,7,9
HVID-HPMOVQ,GID-17CG7G,0,8
HVID-3PL557,GID-I0T6DY,7,9
HVID-LDST7I,GID-IE581F,3,9
HVID-XFI1J0,GID-JMFK41,9,9
HVID-0Q9Z94,GID-P9E81M,8,3
HVID-CW2XH8,GID-MFIPCM,7,8
HVID-98OJB4,GID-PUZ076,9,9
HVID-YDZMIM,GID-Y8RDDO,0,3
HVID-74NB2Y,GID-EHW3D5,3,8
HVID-U1GGTP,GID-FNTS08,0,7
HVID-LQKQ7M,GID-6RQPE8,8,7
HVID-6XC1FP,GID-KGVIM5,0,9
HVID-ETWPOA,GID-SPMKC4,7,7
HVID-1NA3M1,GID-7YZI5D,9,7
HVID-BTXFWA,GID-KMADG7,6,6
HVID-Q6052K,GID-YZ0Q6N,9,5
HVID-6CSBKK,GID-0HKIAH,8,9
HVID-UTZ8B5,GID-N1ZC5X,8,6
HVID-8IT8OK,GID-BA4PT4,3,7
HVID-OBFDU0,GID-5EA4C6,0,7
HVID-EYLDF0,GID-PLSHZD,2,7
HVID-FNWJ9O,GID-ZUPDX4,6,6
HVID-C0KU30,GID-11CCCT,7,2
HVID-NH1BQY,GID-O15LG7,3,9
HVID-87W78W,GID-BT9IHN,9,8
HVID-USRNSN,GID-9WTCYW,9,7
HVID-PR7TWH,GID-U4YAO7,8,6
HVID-EGP7CH,GID-2D6BYX,4,9
HVID-TWMZMQ,GID-KTN1XX,8,3
HVID-PHGH1K,GID-ENFX6O,0,6
HVID-GT9OMK,GID-DSMV88,6,8
HVID-USL5L1,GID-LT1486,5,8
HVID-VYU7MP,GID-KWCX7Q,7,6
HVID-Q42PN4,GID-ZBEFOR,7,8
HVID-6E7SU1,GID-R70QZM,5,9
HVID-POT1D8,GID-0QQQR8,8,0
HVID-FEGBJR,GID-M2UVRY,8,8
HVID-V4BGLR,GID-B76OCL,7,8
HVID-2AE67C,GID-ELG4MK,9,6
HVID-QOZNN5,GID-OPBDT0,7,5
HVID-X3G27Q,GID-NO3FG7,7,4
HVID-FA9GHJ,GID-0YZ8S3,7,1
HVID-4HWEE8,GID-SEYRNM,9,9
HVID-OI9HAN,GID-1U2K7K,7,7
HVID-49QSPB,GID-BM4CCQ,9,9
HVID-5N4OI0,GID-FICXBP,9,9
HVID-JGS4IZ,GID-8AE04O,8,8
HVID-YRHQ5X,GID-93XSNL,1,6
HVID-JXM4OW,GID-X8XHNK,2,9
HVID-LQE830,GID-IM3MZ7,4,9
HVID-DSQDVN,GID-W3LU07,9,9
HVID-FA5P7O,GID-YSOX7Z,9,4
HVID-Y7G778,GID-0YUN79,8,4
HVID-9XE4SY,GID-SEFJYT,9,5
HVID-4CU0R7,GID-S6275K,5,6
HVID-TBI5S0,GID-6NL3RU,1,6
HVID-QT8JQ7,GID-FXOZOJ,0,9
HVID-HZP99B,GID-QS1RGX,8,0
HVID-FFHNNE,GID-X11GFF,1,9
HVID-46GT80,GID-7A56WS,1,5
HVID-EUE3I1,GID-6TYFAX,2,9
HVID-2IWBUA,GID-S0ZNMU,8,1
HVID-QHMF33,GID-J1WB7E,7,7
HVID-DXKS74,GID-DDY81Y,9,7
HVID-P3R3AM,GID-4XQFRD,9,9
HVID-ISZAFJ,GID-GUSA1N,1,5
HVID-1VLE05,GID-JEKLV4,6,7
HVID-56K2MV,GID-QV7VDX,9,2
HVID-EJNFIK,GID-6003PC,0,4
HVID-B61Q9S,GID-DV1JPI,8,7
HVID-302XHW,GID-JIHCBK,6,7
HVID-HJV5T5,GID-HH906J,1,9
HVID-82981A,GID-U3HVWP,9,4
HVID-Y4JDYT,GID-U5NN53,6,8
HVID-HBUDZ1,GID-6VAXEO,7,4
HVID-J7LFKW,GID-D78L9Y,1,8
HVID-75XOQV,GID-S045EZ,4,9
HVID-XVGEZ7,GID-P0WNXL,2,9
HVID-667QIB,GID-2M8T32,1,9
HVID-5O2405,GID-UKRBD6,8,9
HVID-L8MWXS,GID-UN8OEM,8,0
HVID-UH0VJU,GID-UDWN4S,8,3
HVID-M8XDAR,GID-T0DP50,6,9
HVID-TBG00N,GID-LU5L7L,9,7
HVID-UJUQO5,GID-8CD529,0,9
HVID-4AG221,GID-O2RQ8V,6,9
HVID-DNE55H,GID-O55OEH,5,9
HVID-CBYEUJ,GID-ISMPCN,7,7
HVID-YHTY0C,GID-NU6PIC,7,7
HVID-OHZ76F,GID-ZXWZBP,6,8
HVID-YIIULS,GID-T7G3L2,9,7
HVID-5YMU11,GID-HH6FSM,8,1
HVID-XOWRD1,GID-10PYH1,9,2
HVID-GYLN5A,GID-UFU86G,0,3
HVID-OAI86V,GID-5A0PPC,3,7
HVID-ATAKIB,GID-J5CMPO,8,8
HVID-S3HC9K,GID-DK0RGP,3,8
HVID-GDWN76,GID-CUFAAL,8,4
HVID-XFQ3FI,GID-4OBW8E,9,9
HVID-2HU6IS,GID-69K8WG,7,8
HVID-4PICBT,GID-QLTVOF,0,7
HVID-JML0D8,GID-O8Q7ML,3,1
HVID-UP3U02,GID-5W5N3G,5,7
HVID-VBQ8VP,GID-66VNRF,5,9
HVID-UADA3H,GID-8I6597,7,9
HVID-7E19I5,GID-I2POV9,3,5
HVID-898XL6,GID-IOIXUQ,8,8
HVID-T69ERQ,GID-HJCA0D,9,7
HVID-G3V3GH,GID-WUFPJX,9,7
HVID-FYGR17,GID-YB71RH,7,4
HVID-8C8TWB,GID-VKGZ4X,6,8
HVID-DDGCYZ,GID-O8VCTZ,9,7
HVID-GFS5GJ,GID-MGC8FW,3,7
HVID-VN8G5V,GID-C7YOGQ,4,5
HVID-LIX0AB,GID-V2KNFE,8,3
HVID-HX4JEK,GID-X9UQGL,7,9
HVID-QUU9BG,GID-L76CMH,6,4
HVID-F39R02,GID-I26Y1V,6,7
HVID-BX4DE4,GID-5LYLFN,2,9
HVID-8OPLWN,GID-2O4HXD,9,9
HVID-5JTYIY,GID-CO4YV1,2,8
HVID-H517C4,GID-13AQAD,0,6
HVID-ZPKXSB,GID-ZV5PLW,7,7
HVID-X1WTR5,GID-EC1KU6,2,8
HVID-0NBK89,GID-7W9GA7,9,7
HVID-NKLW1L,GID-73AI2I,0,8
HVID-1YL39Y,GID-QJO4YP,0,8
HVID-UA7Q6P,GID-9RCDZJ,4,8
HVID-63EVEW,GID-0BS1OA,9,6
HVID-SESYV0,GID-70Y758,2,8
HVID-TAG5OQ,GID-18HHEJ,9,1
HVID-CN3VEZ,GID-PXS5SU,0,8
HVID-NX833W,GID-CT5E5I,9,7
HVID-LFVOMW,GID-VYUOUB,5,8
HVID-H8GAV5,GID-N3R208,1,9
HVID-UAAH1C,GID-U7TSTA,6,7
HVID-MOMQ85,GID-SKMAKX,0,9
HVID-6TJKW8,GID-F3FC96,6,6
HVID-S9MLO4,GID-MCJ0PS,1,9
HVID-XMHHHD,GID-N4TQE0,6,4
HVID-D7ZA4S,GID-8EB0IK,5,6
HVID-9KU8M1,GID-DWO79Z,5,8
HVID-GBNVDP,GID-4MHEC4,2,1
HVID-XG37LK,GID-9C30V3,7,9
HVID-DIZCTT,GID-XX40GR,2,9
HVID-SG2LN6,GID-KFTG8N,9,8
HVID-Z19V0Z,GID-L901FP,7,7
HVID-P4EZE4,GID-41X14J,2,9
HVID-G4FY35,GID-KKEST9,9,7
HVID-R6W5NI,GID-WEZP7D,7,7
HVID-Q2FVER,GID-VFOH6I,6,6
HVID-GGGFIU,GID-OQIK9I,1,7
HVID-GCRJHQ,GID-67OFB8,0,7
HVID-N8U47G,GID-KY4NF9,1,3
HVID-8FGW0G,GID-LX5UYW,6,0
HVID-E4A1T9,GID-EXJ3P6,2,7
HVID-L9ES2Q,GID-0POWR6,7,8
HVID-UZWS40,GID-I26P15,8,7
HVID-HMQGPR,GID-R8TK15,9,5
HVID-CJIJZJ,GID-1SBWTY,4,9
HVID-N1185K,GID-SYO0YK,6,9
HVID-CL2ZAX,GID-8OQ8YJ,2,9
HVID-MXME88,GID-Y8KZQL,5,0
HVID-M4KPOO,GID-DIFLSR,7,8
HVID-EVNRY9,GID-68GFFN,1,6
HVID-C829BE,GID-ZHXC4Q,5,9
HVID-KBBALN,GID-5QNAQP,9,4
HVID-DTKEM9,GID-6BUKC8,7,2
HVID-K11LG8,GID-LHHUSK,4,9
HVID-KJUE1U,GID-1MXIEA,3,2
HVID-VT2KCB,GID-OQAV54,0,9
HVID-W7KAUC,GID-6S599J,5,7
HVID-8U4WBB,GID-XDT9IK,7,6
HVID-6N4DRR,GID-CIA3BT,8,9
HVID-DRBGC3,GID-4MF00L,6,8
HVID-GOT750,GID-JSZ690,7,7
HVID-HJA0FJ,GID-00FPW0,0,7
HVID-Z93VH8,GID-G40OOF,6,8
HVID-SOAK8Z,GID-FQQK9Q,9,7
HVID-BKSRLS,GID-CA1N5R,5,9
HVID-XJAYP9,GID-XX35SJ,9,6
HVID-XWFE67,GID-8THGJL,8,4
HVID-5J5LEB,GID-72RMLG,8,9
HVID-SG0FOW,GID-U2S0XF,7,5
HVID-YI12TU,GID-KKZ6WE,4,7
HVID-DT08A6,GID-09WFJ3,6,7
HVID-91G867,GID-Z55NIG,0,8
HVID-PPML9I,GID-9Y64JJ,2,3
HVID-JX1W4N,GID-W07YZB,6,9
HVID-OQBD7A,GID-4FK3LJ,8,7
HVID-0WTV75,GID-JT2SUZ,2,9
HVID-MVTMR7,GID-UZS2CK,8,9
HVID-7LT86O,GID-RVPC3Z,9,0
HVID-VINMEN,GID-AB3LI4,1,9
HVID-ZSVG6G,GID-T4RJGC,9,7
HVID-VOD0TJ,GID-S2OKIS,9,8
HVID-FUC1ZM,GID-ZXZG7V,5,3
HVID-1EKGW7,GID-5UERKD,5,2
HVID-N6KILP,GID-9IJFIA,6,7
HVID-UCEGPQ,GID-FZI3ID,7,8
HVID-DKRRYO,GID-AR1PCT,1,8
HVID-24RNUF,GID-9G95YX,6,8
HVID-7VG9GS,GID-0LD8RW,9,9
HVID-Y96G33,GID-TV135V,6,5
HVID-R04L8C,GID-5YQZKT,6,4
HVID-N1ULUL,GID-ONMHZ9,7,8
HVID-P54J5O,GID-UF0VS8,1,8
HVID-TK4BFO,GID-PJHZIM,0,8
HVID-HTRJJ5,GID-899NNL,3,7
HVID-TTUTIB,GID-JH9QGF,3,9
HVID-39K1W7,GID-CX2ERB,2,9
HVID-NEWZU6,GID-FZLGLY,2,7
HVID-6LB0CV,GID-86VCYE,8,2
HVID-SLJCS3,GID-Z9XZ0M,4,9
HVID-IDLPQ6,GID-LW5U57,9,9
HVID-NDWLPO,GID-DG1NUJ,3,8
HVID-IWYM7T,GID-MJFKWY,0,7
HVID-WTOH8O,GID-O0GKWO,3,5
HVID-G6NORE,GID-I14GLS,9,8
HVID-9U9S22,GID-LUY5PN,5,8
HVID-G79ZK6,GID-I9ZG0G,3,3
HVID-JCWMA9,GID-VVMVFG,0,9
HVID-FR2ETV,GID-07YN9K,5,9
HVID-QJJKE9,GID-EOH6V6,1,6
HVID-2HO91K,GID-TTJNLZ,6,9
HVID-KWH1D9,GID-1PIRRV,6,6
HVID-MP3H85,GID-O750P2,7,7
HVID-5DE8UI,GID-QFJMAI,9,0
HVID-SNUU9G,GID-Y8YY0P,9,9
HVID-T2FYIA,GID-6ALT47,1,6
HVID-O16QRU,GID-Q5FBA9,8,8
HVID-GA1WIN,GID-Y6OATT,9,2
HVID-04X6NE,GID-KBT9UA,4,7
HVID-6M0R8H,GID-MWXPKX,8,7
HVID-7E1TYC,GID-QQMQOZ,6,3
HVID-B97B67,GID-4OWVMP,8,4
HVID-FH5326,GID-J9EWZ8,2,7
HVID-MWJ300,GID-W0GCOV,9,9
HVID-E4FXEL,GID-ZCBI1U,8,7
HVID-2AS1W8,GID-X3174T,5,8
HVID-3NWGSR,GID-KPEUX1,1,8
HVID-NVIMVT,GID-Y78S2H,4,7
HVID-X69LWD,GID-KO30EF,4,9
HVID-W2R0MP,GID-V4TSG9,6,8
HVID-B47IEJ,GID-2ZYACX,0,7
HVID-O03CTR,GID-8ETWB8,3,9
HVID-YKWEXL,GID-IGM3PE,9,7
HVID-3AIW90,GID-TW2HFK,9,9
HVID-RBY32Q,GID-SM6X0B,8,9
HVID-ZHMN2F,GID-N45B3E,4,8
HVID-UTLRFW,GID-IJU64M,9,7
HVID-2DTVZH,GID-N8ISAG,2,9
HVID-8MNZN5,GID-T96CZK,0,9
HVID-RL9JTE,GID-11PN56,2,8
HVID-4EE73C,GID-UH4Y29,9,7
HVID-3V722X,GID-YNRJT0,8,6
HVID-YD46CE,GID-Z6IBLK,7,7
HVID-PVM7NU,GID-6MC4JS,1,8
HVID-QU5BWW,GID-A8GSK0,3,7
HVID-434O2Y,GID-1TL0T0,0,2
HVID-WVAHM8,GID-GKVPQR,7,3
HVID-SPZ9Q3,GID-NN8U16,5,7
HVID-VML8O8,GID-PB8V8Z,9,7
HVID-0Y96X7,GID-WIIJPK,1,7
HVID-P6UCZ5,GID-ALXW0R,2,7
HVID-FPD7C7,GID-7A5FPD,2,9
HVID-VSGU2R,GID-JRJNTE,9,8
HVID-FR9F8T,GID-WGR10T,4,8
HVID-WMTXB1,GID-CVJPT2,9,8
HVID-3XOOII,GID-ZLCWRA,6,9
HVID-KG90KU,GID-9JE3VQ,9,9
HVID-D96DXK,GID-S97G3K,9,6
HVID-QIOUYV,GID-WG6REU,8,8
HVID-INUIHG,GID-W56775,8,6
HVID-CDD9SE,GID-E33CCI,7,9
HVID-1LWNB2,GID-ME1SGW,7,3
HVID-VUO4KC,GID-DVWIBI,7,6
HVID-M3KLUR,GID-EUAWCL,4,5
HVID-7416DK,GID-SMJV4S,6,2
HVID-R8VDQ2,GID-50570P,7,6
HVID-IW2GS2,GID-R7XUEA,8,7
HVID-T89BH4,GID-OFFF0S,0,6
HVID-6SLXHA,GID-6H683D,6,9
HVID-NSJ26E,GID-YRBKDL,0,8
HVID-MDDTWO,GID-K9GFUV,0,8
HVID-0KF21R,GID-KBX6QD,0,7
HVID-D8V4E0,GID-HHOTKH,0,9
HVID-YIFQ3C,GID-4CBZQ5,3,9
HVID-DEIDTQ,GID-Y81CB6,7,7
HVID-52GW6G,GID-0KH8PW,8,9
HVID-NWHFAM,GID-CSZUL9,6,9
HVID-S7X2JF,GID-Z0AU2Z,6,7
HVID-LM37QB,GID-1YLBZE,6,8
HVID-AAKX4Z,GID-D5ALZP,8,8
HVID-N2MEQ5,GID-92C4NK,3,5
HVID-C15XOY,GID-4W721S,0,9
HVID-US4HO7,GID-2X7C8C,9,7
HVID-OR3GG6,GID-TQS5D1,3,2
HVID-YQKW6S,GID-D99AIC,0,3
HVID-XUO0T1,GID-4501PJ,0,5
HVID-GI7938,GID-L0EYBX,9,7
HVID-PTVGFH,GID-TQZI69,7,6
HVID-A9Y3C8,GID-RKUGPW,8,9
HVID-WEKS54,GID-4D4RJS,6,2
HVID-0DUJV4,GID-W5LXWP,4,8
HVID-R8JGGZ,GID-DTVSBW,1,9
HVID-E26RWI,GID-1B485Z,3,7
HVID-I8E831,GID-VRB1N1,1,6
HVID-7QXSRO,GID-OAOF63,0,8
HVID-12XO38,GID-G9OVXV,2,9
HVID-VQA293,GID-IM0DHB,1,9
HVID-T8NVHV,GID-64FABI,5,8
HVID-JSI2BX,GID-1C3FV6,9,8
HVID-B3IX0V,GID-DZ2OLW,9,6
HVID-CE6CSC,GID-SOOJP1,2,7
HVID-EBVJ7V,GID-ONSH00,4,9
HVID-T95CNK,GID-WV5H2N,0,6
HVID-PZCU56,GID-Y50CQG,7,8
HVID-Z7VPVG,GID-TGT1H5,2,8
HVID-5LGC9Y,GID-LTLBJ3,8,4
HVID-IBHBBW,GID-I0S632,6,9
HVID-APEFEQ,GID-LB15P1,6,6
HVID-4D3K48,GID-5ZDB9G,8,9
HVID-2FZLXN,GID-AI0W06,8,2
HVID-M4RVKB,GID-2OYPPT,1,8
HVID-FM9JRK,GID-QBKFK8,7,8
HVID-HL22KJ,GID-7H9ZSQ,8,7
HVID-0E3C4R,GID-M1MN84,7,9
HVID-7VGVFV,GID-GAI13B,1,6
HVID-9TD09N,GID-OXWD80,9,7
HVID-8WJIHQ,GID-RQHVQ4,0,8
HVID-QURKX5,GID-U1YXBB,6,7
HVID-X883XG,GID-D2MXU3,1,8
HVID-OPJ0TF,GID-H7UW53,5,6
HVID-WQ5XP0,GID-IWEMP2,9,8
HVID-A8YWKQ,GID-FWCRKZ,9,7
HVID-DE0MMA,GID-DYKMOW,9,7
HVID-2XQBEG,GID-ONKS8E,4,6
HVID-2XQ8YI,GID-VTOAUU,9,5
HVID-SYR0RF,GID-SU8URS,5,7
HVID-0HE2JX,GID-QWZM9I,9,3
HVID-LM4I54,GID-A6HMEH,8,7
HVID-9XC909,GID-NOGZ8X,1,7
HVID-2EV80O,GID-JITZ6C,6,7
HVID-5CFY06,GID-FYOZUL,7,9
HVID-RX8AFJ,GID-XDQW79,6,8
HVID-1972XW,GID-ZKEUM2,3,0
HVID-ODX056,GID-U0C514,7,7
HVID-C2T7V8,GID-VHNWIQ,7,5
HVID-UI1IPA,GID-BLF4K5,1,6
HVID-EDZ4WK,GID-8LIKFD,2,3
HVID-5K09V6,GID-ZTJUZ7,8,9
HVID-G5DT3P,GID-ASIAOD,0,7
HVID-0BNIDY,GID-C6JSCE,3,9
HVID-D9TZAW,GID-C20O34,1,9
HVID-2OMIYE,GID-B4593Y,6,6
HVID-6A2183,GID-C5KBXZ,7,7
HVID-7USRAL,GID-ATR7H4,5,8
HVID-P7516S,GID-2O2QA9,3,7
HVID-721KBI,GID-TT1NH4,5,8
HVID-I9CI5S,GID-IOV77F,4,9
HVID-7WKIDP,GID-V56DIN,4,9
HVID-CXSW0M,GID-W64E40,5,7
HVID-KQ6PY5,GID-KXDC7N,3,5
HVID-VLLQVJ,GID-JM0KYJ,1,9
HVID-L4IIEN,GID-ITDNDN,8,5
HVID-W3OZDK,GID-7VGDNX,3,8
HVID-9VLXXT,GID-U5KD1J,2,6
HVID-2OKTU5,GID-DFWIS9,7,9
HVID-4MQWFS,GID-MFN521,8,7
HVID-RVP2VS,GID-BNG8FR,8,7
HVID-16NSO5,GID-2U76QZ,0,9
HVID-6K1Y3J,GID-0AJ6IQ,5,8
HVID-TIRF1G,GID-IDQAK0,4,4
HVID-B83IXB,GID-TL7LHV,1,7
HVID-5GQHR4,GID-K7H4H0,6,2
HVID-HL8OCE,GID-4YIEVB,6,9
HVID-E2TQLT,GID-53D6K3,0,9
HVID-DOKK0P,GID-2XYJE8,0,8
HVID-PPNAA8,GID-RKZ0HI,0,0
HVID-V5J2EL,GID-CEWQDD,9,7
HVID-VWPMAW,GID-OJX9JQ,3,7
HVID-LLASKI,GID-JLEIZM,6,9
HVID-GGGG1O,GID-NYQE1S,3,6
HVID-BZTXDD,GID-QXOUAB,8,7
HVID-EIWS5V,GID-1YJDSV,8,1
HVID-FHNABS,GID-FRYLZ2,8,9
HVID-HNIJEK,GID-NIBFS1,8,9
HVID-RCFGH9,GID-NIOX02,0,9
HVID-1AG009,GID-E3FNE6,4,7
HVID-86QW31,GID-C07XO9,5,9
HVID-5W2LSB,GID-B1R4ZE,5,8
HVID-ADIBDS,GID-LIB5EZ,8,3
HVID-IWOBCB,GID-VNRGHK,7,9
HVID-RWTI7Z,GID-95D0ZD,3,1
HVID-USRH5J,GID-OL1OXS,3,0
HVID-E2SHG5,GID-6P7PYT,0,9
HVID-IWE2KR,GID-PEWG0F,3,3
HVID-MK38PZ,GID-QG9PNA,6,4
HVID-C8SNXY,GID-0HO3H0,0,5
HVID-C92LJ0,GID-PZ577E,4,4
HVID-G9YMJ5,GID-YSYNZM,1,8
HVID-PR3A46,GID-EB8AZ8,9,2
HVID-TDRWQV,GID-NKMWM4,4,9
HVID-4AFUAM,GID-WSZEMD,4,9
HVID-ABHJTZ,GID-JVWV5C,9,8
HVID-385FQ3,GID-IFP338,9,9
HVID-G4ZQEU,GID-J992LA,6,8
HVID-601P19,GID-ISUT50,9,9
HVID-L9D78D,GID-LMLUTC,5,5
HVID-S3BUHE,GID-4HGTOE,8,9
HVID-UILPE3,GID-BGKKPG,0,7
HVID-72N11Z,GID-APYXJ1,9,2
HVID-LC2UNW,GID-BIHHFH,3,7
HVID-071Z1Y,GID-KQU3FG,8,7
HVID-C7XW86,GID-5LICGB,4,0
HVID-UCG367,GID-A7FPGR,6,9
HVID-3PT5ZK,GID-MWVH5Y,6,9
HVID-H6T3P2,GID-PIUT4I,8,5
HVID-MDXD41,GID-LA1BXM,4,7
HVID-VCGFDF,GID-IYFP10,5,8
HVID-3TTLRA,GID-ZDZ6KW,5,7
HVID-6PA0LV,GID-7ULUZP,9,4
HVID-CSYJKI,GID-MHKK2W,1,4
HVID-YUTVSB,GID-W0DCM5,3,7
HVID-8PS57O,GID-MN54O1,0,4
HVID-IVB33V,GID-AZJPMU,3,8
HVID-5RG0NH,GID-2KOJBE,5,8
HVID-5NHIU4,GID-I9B2GP,3,6
HVID-HQPPVK,GID-6NYYJI,1,8
HVID-HCHNSL,GID-TEG6TX,5,5
HVID-GC7Q3U,GID-3NBHAI,2,8
HVID-WUMCNN,GID-WKHS1J,6,9
HVID-3VXZL9,GID-0UYEI5,7,2
HVID-6SL2H1,GID-SEIRNE,1,0
HVID-Y4JSFZ,GID-EC7K4R,2,6
HVID-UJB1OX,GID-CYR15M,4,7
HVID-HBXU0L,GID-JVVXLS,5,9
HVID-7UD377,GID-Q0N5MM,8,8
HVID-UMMNS9,GID-WHBGZL,8,7
HVID-KT6RWW,GID-THI5JQ,3,7
HVID-2MHGYY,GID-G9S2AB,9,8
HVID-ZY3GQB,GID-KJOTV0,8,9
HVID-QMHR8N,GID-KX6XJQ,5,0
HVID-HET4SX,GID-JWJQLY,8,8
HVID-4ADBA1,GID-KAAFY5,9,2
HVID-TEZ4WN,GID-GJDLLS,7,7
HVID-ZGT05Z,GID-OYQRTB,8,9
HVID-1UTFEM,GID-6I0VNI,6,8
HVID-I6WLGU,GID-I4DPMU,7,8
HVID-W9Z076,GID-3SRS67,0,7
HVID-734SOI,GID-W4VO3W,8,8
HVID-CWQJ8U,GID-TZQHLD,9,8
HVID-F7SL0F,GID-HH0FAL,5,0
HVID-BW01RX,GID-DUGQ73,6,8
HVID-451DQA,GID-ES4ME9,1,1
HVID-YR5UT4,GID-LGS1IN,6,7
HVID-QT7HD8,GID-4P1GT0,8,8
HVID-M5JGPH,GID-8LVY4E,1,7
HVID-PZ0VA8,GID-RCEKSV,7,0
HVID-IC6LOD,GID-T6OH79,9,9
HVID-1ARAXS,GID-D2RMXV,8,9
HVID-YU3XLQ,GID-XXO7YF,0,6
HVID-OCORRP,GID-MKGJA7,5,8
HVID-3RJOWT,GID-P4XYLA,9,9
HVID-FXKY4Y,GID-BUEOMY,6,9
HVID-410MOP,GID-HYZHBP,7,9
HVID-ZNMU1U,GID-CMGV41,9,9
HVID-DRFUIU,GID-26AFO2,8,7
HVID-UV883Q,GID-JHZZVS,6,6
HVID-9043HF,GID-1NF5MF,6,2
HVID-M1A3WJ,GID-6O7KVM,9,6
HVID-7KJWY4,GID-5UHU97,8,3
HVID-NOW9I7,GID-U2J822,8,8
HVID-KWS0QZ,GID-I28LTG,1,8
HVID-7RM8R3,GID-14BNZF,2,9
HVID-WW7CER,GID-J9W851,3,9
HVID-ZG6PQB,GID-NTDTMM,2,8
HVID-5M8JJT,GID-MIO2TP,9,6
HVID-S1GJSK,GID-K3SHMW,9,6
HVID-WC794Y,GID-FJH51Q,1,4
HVID-VC9HAP,GID-PTRGOM,0,7
HVID-D0GU2D,GID-7ZSUA3,7,3
HVID-VH7X1R,GID-BV03RW,4,6
HVID-PVHBBX,GID-RWCF0V,9,7
HVID-IJPSSZ,GID-FY5IDD,6,0
HVID-FR7MFI,GID-50CK42,7,4
HVID-H220WE,GID-X50DU8,7,7
HVID-ORQTA6,GID-A39K4T,6,4
HVID-0GS3D6,GID-WEPHCI,3,8
HVID-WW3PA3,GID-FG01OE,8,7
HVID-LTCTR7,GID-A8BAA7,1,7
HVID-61WS3O,GID-LXHQ0Z,6,7
HVID-HF9VKJ,GID-5AZ055,0,5
HVID-6T6174,GID-FB4VRC,7,8
HVID-ZSCLAB,GID-3Y0BIY,1,8
HVID-PPLKYC,GID-LSOALV,5,9
HVID-M7E25P,GID-P2MSWR,7,4
HVID-1C6NQ3,GID-VE1O3C,3,9
HVID-DS3HIF,GID-UPNBA2,9,3
HVID-TU0DNR,GID-XR8O8W,0,8
HVID-87NGNM,GID-3VRGCP,9,1
HVID-9Z91J0,GID-J2M6YR,6,4
HVID-QM3RZP,GID-2G9JK5,7,8
HVID-RNQH7V,GID-1P0QGO,0,1
HVID-X84MVA,GID-RXA00F,6,6
HVID-BZ7JC0,GID-XF6GPZ,0,7
HVID-F9EWPS,GID-98K1WU,8,9
HVID-UP9TER,GID-ETT68F,9,9
HVID-NVSDMI,GID-Z92NP3,6,9
HVID-PJLXJM,GID-S1VSHB,7,9
HVID-DLPDTM,GID-ATUX3M,9,9
HVID-7EH172,GID-X12M21,5,8
HVID-9MVNIA,GID-CNXSWN,6,0
HVID-YSO3XY,GID-XI7QF9,4,9
HVID-B04C2D,GID-W3BTI3,8,2
HVID-KH4GG5,GID-2YGSYR,7,4
HVID-D1LCHP,GID-WZWIZ6,8,8
HVID-2OBI4Y,GID-Z8AYIQ,1,3
HVID-Q81EVQ,GID-XJYVVM,1,9
HVID-3WOFXA,GID-9QU9UX,7,7
HVID-U54I1H,GID-7XTF8H,4,7
HVID-ND2OE3,GID-ZRFMKG,8,7
HVID-D9JMFP,GID-343HFB,8,8
HVID-0CMDZG,GID-FRZD5I,8,7
HVID-GLZDTY,GID-SFN4ZA,3,3
HVID-VDTQNO,GID-WFL3VY,1,9
HVID-PXU1FH,GID-P5F4E4,0,9
HVID-TY4F8J,GID-W3TQI7,0,4
HVID-ONMUPU,GID-H1KXJY,9,8
HVID-CVUZC7,GID-P4LYG6,9,8
HVID-W0YKGF,GID-LPC3MG,7,9
HVID-3Z12MP,GID-901Q6M,8,7
HVID-DD2E7H,GID-YV5TDW,3,7
HVID-PTGPBM,GID-AG36Q2,6,7
HVID-XRXX8I,GID-GSFVQJ,6,5
HVID-PGMB6I,GID-E5GUMP,1,9
HVID-YLOEY9,GID-SLAC9B,7,5
HVID-AAC0L1,GID-EKQ0IA,4,7
HVID-JUVLWG,GID-YPK9GT,1,9
HVID-22KZJD,GID-LODGD2,2,8
HVID-CBJ4M7,GID-8O9Z14,0,7
HVID-22MOO4,GID-TXXVO8,5,0
HVID-GCIDC7,GID-BTT9ZL,2,7
HVID-ZNLJER,GID-OGH8OQ,6,8
HVID-JB1VHV,GID-UKJIOM,2,8
HVID-5CLLMV,GID-WZDWN7,3,8
HVID-PC5V0J,GID-M6XEKQ,0,9
