,hand_value_id,game_id,player_hand_value,banker_hand_value
70432,HVID-1LR23F,GID-U97QT8,9,8
70433,HVID-1R5V6S,GID-CFNGIC,5,7
70434,HVID-H6SRWO,GID-AONWQU,8,7
70435,HVID-FSH363,GID-YICPFC,6,7
70436,HVID-IFVAFK,GID-I2EYI1,5,3
70437,HVID-7P3C3M,GID-SVTLM9,0,7
70438,HVID-SIKIQ3,GID-CI1YP5,2,9
70439,HVID-C67KP4,GID-PG09CS,6,7
70440,HVID-GX4I34,GID-TM7PM0,7,5
70441,HVID-VJE5R3,GID-NBWKFD,0,6
70442,HVID-F2T1ST,GID-JM9M11,4,8
70443,HVID-RM61JG,GID-0SF07Q,6,6
70444,HVID-HST9KG,GID-DJTRV9,6,7
70445,HVID-1LXU5B,GID-J2E7TG,8,9
70446,HVID-W7D9FT,GID-QGOT7F,6,8
70447,HVID-J6E5W5,GID-V6GKHC,9,4
70448,HVID-2MLNQS,GID-27SI8Y,6,9
70449,HVID-4GQ7BP,GID-HE4XGS,2,8
70450,HVID-12MI8E,GID-VR5TBT,8,8
70451,HVID-UO9Y4C,GID-9R4HXD,4,4
70452,HVID-F2TN71,GID-FGSUTD,8,7
70453,HVID-X62F19,GID-8WT5ZG,6,9
70454,HVID-06VRVR,GID-M4V352,4,0
70455,HVID-7EZ7ZU,GID-IEYQYX,5,9
70456,HVID-0VPXN8,GID-B8YCOT,8,5
70457,HVID-A75793,GID-2J4BX4,8,7
70458,HVID-KPAKKQ,GID-IR1CGZ,8,2
70459,HVID-W9NLYX,GID-MCYGX9,9,8
70460,HVID-PGC60I,GID-1ANMXC,8,8
70461,HVID-PFD0TP,GID-D7DTJO,7,7
70462,HVID-6DN9CK,GID-BKEW3G,6,8
70463,HVID-XI6EO2,GID-SX1SPJ,4,0
70464,HVID-UFXYE9,GID-ALF0DA,4,7
70465,HVID-BQWCKZ,GID-276SK5,6,7
70466,HVID-GV6V00,GID-STTGON,0,5
70467,HVID-0U2CT5,GID-JUXL33,7,7
70468,HVID-6G20US,GID-WTT6EC,8,9
70469,HVID-U90GJQ,GID-OT0PQH,1,7
70470,HVID-N0MYAL,GID-0ZMT8E,2,1
70471,HVID-7U5V2N,GID-QMAAE7,7,9
70472,HVID-I911LW,GID-UTOGNF,8,8
70473,HVID-K15KJV,GID-ETLWIT,6,7
70474,HVID-HO1MPD,GID-9VKCU0,9,0
70475,HVID-LGAZZG,GID-3RLXVH,3,5
70476,HVID-QGOPKM,GID-SO6OXW,0,9
70477,HVID-AZGVI0,GID-GB3WHU,8,9
70478,HVID-CX3LBH,GID-NZW9U6,8,7
70479,HVID-T8USNK,GID-5F9TCX,7,7
70480,HVID-AD0FW7,GID-F0NPAF,6,5
70481,HVID-5W1XO5,GID-CAD3FS,7,2
70482,HVID-K7RI2J,GID-TA55GZ,3,9
70483,HVID-VIQWW2,GID-BIW7Z2,8,8
70484,HVID-KTXTKZ,GID-UL46XT,7,3
70485,HVID-JHP6X6,GID-9PPLOM,2,7
70486,HVID-0P8TGN,GID-V3EO5B,8,9
70487,HVID-KCL4F7,GID-YUIA4O,2,7
70488,HVID-FG7F9G,GID-6S7G77,7,7
70489,HVID-NDHOY5,GID-83JHZO,7,9
70490,HVID-HQRX8E,GID-JQWP62,6,8
70491,HVID-7M6RQQ,GID-C0KOW7,0,8
70492,HVID-4E1GSA,GID-8W2TOB,7,6
70493,HVID-RGI54Y,GID-V3DZFE,5,1
70494,HVID-RGA1OB,GID-W1P0E8,6,6
70495,HVID-M5U2IP,GID-IOIB4K,5,8
70496,HVID-9UUA6H,GID-6LRS3E,3,2
70497,HVID-V0YPL5,GID-3N3SLV,9,2
70498,HVID-SUO497,GID-RE25YZ,8,7
70499,HVID-AIC0UF,GID-ICUN2J,1,6
70500,HVID-J8I7QU,GID-FW24CE,6,8
70501,HVID-3ZPG97,GID-DMU81K,8,6
70502,HVID-GSRKDW,GID-ZHZK15,6,9
70503,HVID-Q6L9JI,GID-WU0TAG,6,2
70504,HVID-3QZ142,GID-FWMQ4E,3,8
70505,HVID-9P6S0Q,GID-45V3E0,2,7
70506,HVID-O6XHCD,GID-PVT77A,0,0
70507,HVID-CSES8K,GID-TI70FS,7,9
70508,HVID-LIH5SQ,GID-MFKIZ7,8,6
70509,HVID-Y1F3JM,GID-KPQRW8,8,2
70510,HVID-SPGOB5,GID-TGBD2Y,7,8
70511,HVID-KMKGAG,GID-HS5W87,5,8
70512,HVID-T00BNA,GID-YDF46O,0,9
70513,HVID-Q70JLZ,GID-I7IYCE,8,8
70514,HVID-8D6WLU,GID-AG8EE6,4,7
70515,HVID-5EZ8ZW,GID-9Z0P2Q,8,4
70516,HVID-YVHP2H,GID-6TI92R,5,7
70517,HVID-TRUIWR,GID-0UERUA,2,9
70518,HVID-VB2NN1,GID-WAO1RC,8,8
70519,HVID-G52X29,GID-4LMQJ7,2,4
70520,HVID-NKULO6,GID-T1RHVB,9,9
70521,HVID-4W68OY,GID-YT1SR4,8,8
70522,HVID-8LBEHE,GID-51MOE8,0,7
70523,HVID-PRIFZT,GID-HM9B1K,6,9
70524,HVID-3LMOT8,GID-PEJ863,0,8
70525,HVID-CLEXUM,GID-4GQHBQ,9,8
70526,HVID-3TNCQW,GID-JCDB6V,9,7
70527,HVID-IZG0HM,GID-NRXATN,7,9
70528,HVID-DW3GIF,GID-K4TR35,1,7
70529,HVID-HGM5BL,GID-WGQ6NE,5,1
70530,HVID-125BL7,GID-N285MZ,8,8
70531,HVID-LSZUV4,GID-W7F7Q4,0,6
70532,HVID-1A22IN,GID-XKFDBN,8,7
70533,HVID-M19P0T,GID-EIV4AP,6,8
70534,HVID-9B5Z08,GID-0WJPVF,2,7
70535,HVID-UT6B9I,GID-8ALUSU,0,8
70536,HVID-DYELF1,GID-F8SW25,1,8
70537,HVID-FUKBMI,GID-H5XD45,8,3
70538,HVID-SYCNNI,GID-WZQG1E,2,7
70539,HVID-UDOGH8,GID-TK48P2,0,9
70540,HVID-MVB8PV,GID-G7YOE7,4,9
70541,HVID-4AVEH2,GID-8UYOZ5,9,7
70542,HVID-2MIFJN,GID-EMJ1H4,2,5
70543,HVID-D6B6BI,GID-77XS9L,6,5
70544,HVID-BWSAV7,GID-DPXT5P,9,6
70545,HVID-FVJT5F,GID-AHA2VA,1,8
70546,HVID-3ONTFB,GID-XSDXK4,4,7
70547,HVID-3TFGYN,GID-8NLSJS,0,7
70548,HVID-BLBIF6,GID-ZW1XPZ,5,9
70549,HVID-7H5XXA,GID-BBJ139,6,6
70550,HVID-R9J31N,GID-XIPO9Y,8,8
70551,HVID-C5KVF5,GID-J861KZ,9,7
70552,HVID-F38X5O,GID-R8HD5G,0,5
70553,HVID-1E7H2U,GID-S7KU5B,8,8
70554,HVID-IALU57,GID-1PJE1D,6,2
70555,HVID-R15562,GID-8SOB2O,8,4
70556,HVID-DCUN7S,GID-GMHTBG,6,1
70557,HVID-BV8GH4,GID-3AVXIA,2,8
70558,HVID-7BTIUV,GID-GKESH3,3,8
70559,HVID-MTVDGO,GID-Q1U0O7,9,9
70560,HVID-2DDF9E,GID-NOFA0S,0,7
70561,HVID-GZA5QU,GID-E21293,7,7
70562,HVID-Z459LM,GID-8IZC78,5,9
70563,HVID-ZC8YBM,GID-B73KU5,8,9
70564,HVID-95TRBJ,GID-DJNFW1,4,7
70565,HVID-3WBCAS,GID-FCX5OK,3,7
70566,HVID-YIN3QD,GID-LSA7BJ,0,1
70567,HVID-7ZDOYB,GID-WS9SRU,2,8
70568,HVID-Y12ZYO,GID-QTYREU,9,7
70569,HVID-B4ACOJ,GID-YXQXQM,7,9
70570,HVID-JLCP5D,GID-AAU0XW,8,9
70571,HVID-LKUSZ2,GID-JLP537,6,8
70572,HVID-NH71IP,GID-V5F4XI,9,8
70573,HVID-E6TAR1,GID-54C6X8,8,0
70574,HVID-E399EI,GID-SEGS72,5,7
70575,HVID-148RNT,GID-NAEULT,2,7
70576,HVID-NSAMG9,GID-P3GQMY,9,9
70577,HVID-GJ3ICS,GID-XWU9DE,0,8
70578,HVID-R12AJJ,GID-3HE0ZA,9,2
70579,HVID-P5JRBH,GID-OO3JKY,7,9
70580,HVID-V8MXKT,GID-70BHXD,8,7
70581,HVID-66RNM2,GID-YFU18B,7,7
70582,HVID-QVWS09,GID-KRUAAX,9,6
70583,HVID-32SL70,GID-XNH6A2,7,3
70584,HVID-WBS5V9,GID-Y6IZPG,0,8
70585,HVID-DX02VY,GID-0NQNB3,0,4
70586,HVID-J0N39S,GID-V2J1IC,8,0
70587,HVID-OLSKBL,GID-WCD856,1,7
70588,HVID-F2EZEA,GID-K3ZNLG,9,7
70589,HVID-CCXUSJ,GID-OSI5BQ,6,6
70590,HVID-5Q7ZGF,GID-JZ8VRM,0,9
70591,HVID-DVGBMX,GID-3XRSCZ,0,7
70592,HVID-XL475S,GID-O9JQVN,2,6
70593,HVID-LNXXAA,GID-PSQN10,8,9
70594,HVID-86N1LE,GID-CTMQ4R,2,7
70595,HVID-3347FH,GID-ARZDQ2,3,8
70596,HVID-N3EKAH,GID-WQJB8G,2,9
70597,HVID-666DZ0,GID-V5P0LB,6,5
70598,HVID-C4HEZN,GID-3FP51Y,6,7
70599,HVID-DYWORP,GID-9C094G,3,7
70600,HVID-SXMQT4,GID-RKHZG7,5,7
70601,HVID-ZE59CO,GID-6LOC42,8,9
70602,HVID-2REEOZ,GID-VIQ7AZ,7,8
70603,HVID-RPWSRO,GID-4BWRTA,6,7
70604,HVID-A2E97E,GID-L5NM1E,6,8
70605,HVID-VNUY0O,GID-UCI7UW,1,8
70606,HVID-N4CHFL,GID-JN9KUH,8,8
70607,HVID-CSKDEO,GID-00H6WH,3,7
70608,HVID-X6EJH2,GID-RPFA0F,3,9
70609,HVID-XANZ8E,GID-PDIF33,7,3
70610,HVID-T9EOAS,GID-JAA17L,8,7
70611,HVID-VFQFN1,GID-F754NB,9,2
70612,HVID-XNBMA7,GID-52LAOY,0,9
70613,HVID-YUX5BO,GID-FSMY97,6,7
70614,HVID-K6PWJV,GID-01VVZV,7,8
70615,HVID-1ZDZUM,GID-Y8G05C,6,9
70616,HVID-Q9S4OW,GID-88YWOE,7,0
70617,HVID-LGUSC8,GID-RTJHIN,8,9
70618,HVID-PRXHGA,GID-PJ7GEY,7,3
70619,HVID-77F8ON,GID-4TBR66,8,4
70620,HVID-L9PFM3,GID-TTMRD5,7,8
70621,HVID-MW41NH,GID-Q835TX,8,5
70622,HVID-4H5CKQ,GID-B3N63R,5,5
70623,HVID-58PWGC,GID-7WQHSH,4,7
70624,HVID-I5YWHZ,GID-02ZNTJ,1,3
70625,HVID-EF8GRM,GID-QTWDMG,6,7
70626,HVID-JXYNIF,GID-SFP8OA,6,2
70627,HVID-H7ZMYK,GID-6LVC03,7,7
70628,HVID-APJ7BA,GID-DSGJOH,6,7
70629,HVID-BCIZOP,GID-1W1IVF,8,9
70630,HVID-4SY7ZC,GID-2F2HAJ,1,9
70631,HVID-MW7U2T,GID-50K3E0,7,9
70632,HVID-NPK9Z2,GID-U1KR0D,3,7
70633,HVID-P91V0R,GID-KYFWNT,9,1
70634,HVID-MN6UAU,GID-CX2OLF,2,0
70635,HVID-ZSB2O6,GID-49ANBX,3,6
70636,HVID-WWQO3Q,GID-O6A271,6,9
70637,HVID-59GUUK,GID-S1IIR9,6,7
70638,HVID-G4YMM1,GID-GNZDVY,4,7
70639,HVID-XX4HA7,GID-ERMWUH,3,1
70640,HVID-ASDSDJ,GID-93KOVI,1,7
70641,HVID-OOKFTZ,GID-E9ID9E,4,9
70642,HVID-0GGNIE,GID-7073DI,9,0
70643,HVID-1ZFUGK,GID-3TEMYP,1,6
70644,HVID-SY691J,GID-1K0DIZ,2,5
70645,HVID-D8Z90O,GID-YV8SQT,5,8
70646,HVID-O0N72M,GID-MLYQ7Z,9,0
70647,HVID-3HYY1J,GID-IZCQPD,0,9
70648,HVID-KEG9UR,GID-VPWTI1,2,9
70649,HVID-9L8562,GID-Z4MVFB,0,9
70650,HVID-MKR7ZG,GID-VX7DXJ,6,0
70651,HVID-ULQBID,GID-MCD8RH,8,7
70652,HVID-1LZCI0,GID-30I81Z,5,3
70653,HVID-HYTB4V,GID-KADJ95,2,8
70654,HVID-Z34TCE,GID-Y3S9FA,5,4
70655,HVID-PCQB47,GID-OWW8A1,7,8
70656,HVID-1MB7K7,GID-7C96M5,7,7
70657,HVID-TV355L,GID-SKGH0Y,2,9
70658,HVID-BRNKGW,GID-1KQYSA,7,6
70659,HVID-OWT26N,GID-X3T3QS,7,8
70660,HVID-W72PWM,GID-FY0Y38,6,8
70661,HVID-545BQW,GID-LDUA8T,4,6
70662,HVID-K28F70,GID-D2O8NT,3,7
70663,HVID-K1X33Y,GID-Q6G8PO,6,9
70664,HVID-U2T87R,GID-SYH8XN,0,7
70665,HVID-U11D4T,GID-YR1CH6,0,8
70666,HVID-JQ10IO,GID-2S3E16,9,9
70667,HVID-5AM6MD,GID-ELMC30,4,8
70668,HVID-M9GQ5M,GID-0NXVEI,2,8
70669,HVID-U8PZIK,GID-CB2CAY,7,4
70670,HVID-J2VEPS,GID-YE7Z73,7,8
70671,HVID-TSGUAI,GID-POM812,9,8
70672,HVID-08SK01,GID-WHK87H,0,9
70673,HVID-JV8327,GID-GUMRMS,9,2
70674,HVID-T45BMP,GID-KOPZD7,7,8
70675,HVID-Z720ET,GID-YU20DY,5,0
70676,HVID-5450VU,GID-W04PWN,8,9
70677,HVID-GKZQN1,GID-XBPEL6,7,8
70678,HVID-B1J02W,GID-B1QUFW,1,9
70679,HVID-QH0S2B,GID-0DJK53,7,7
70680,HVID-BT1BKR,GID-M2J9RT,3,7
70681,HVID-8CM1RV,GID-RVKFL2,8,2
70682,HVID-WRJ41P,GID-TMU6G9,9,5
70683,HVID-SI8PCS,GID-PZXYIS,8,6
70684,HVID-VYK232,GID-60M8FE,3,3
70685,HVID-52EUKX,GID-V6RVQ3,2,8
70686,HVID-4TJ75V,GID-A5YW0C,8,5
70687,HVID-GINW5T,GID-ESFLC0,6,7
70688,HVID-K392TI,GID-74IK13,3,9
70689,HVID-ZEETJ0,GID-D3JZET,0,1
70690,HVID-YPXCLP,GID-GGDPLR,8,9
70691,HVID-45NYOX,GID-1MI1PN,8,8
70692,HVID-1L7Z4C,GID-2HJCLR,9,9
70693,HVID-E98YTP,GID-INLZ3Z,1,3
70694,HVID-9NNLF8,GID-8SEWT1,1,9
70695,HVID-0SRGAG,GID-VS1HOA,4,4
70696,HVID-JX9DH6,GID-ZNBI4B,8,7
70697,HVID-E382E3,GID-O4Y91Q,1,5
70698,HVID-Z3JNP5,GID-257XVY,1,7
70699,HVID-6WREG5,GID-VUPLZS,6,0
70700,HVID-5IKKHG,GID-VIGCDC,7,9
70701,HVID-L9KLS6,GID-T2TCR8,4,9
70702,HVID-C6TSG7,GID-HR8VYR,7,9
70703,HVID-4JP8I5,GID-395NDF,6,7
70704,HVID-3BQ9IK,GID-PKZZBY,0,7
70705,HVID-J9CH1E,GID-2CGG7R,7,0
70706,HVID-988332,GID-9M29YE,6,7
70707,HVID-8DAA0P,GID-T13L7N,5,9
70708,HVID-RP79AS,GID-T9SF4O,8,9
70709,HVID-JY8OWK,GID-5QV6QG,1,5
70710,HVID-C83XZE,GID-4POWKK,0,7
70711,HVID-QF2O17,GID-B4H2YT,8,6
70712,HVID-5OJUYR,GID-PK8ZRM,7,8
70713,HVID-V604YX,GID-2IYILU,9,9
70714,HVID-USBUKC,GID-FRH1SG,9,9
70715,HVID-V07D3R,GID-ZPO6ZV,9,7
70716,HVID-0FJBZK,GID-2J4W0L,1,4
70717,HVID-JAUB69,GID-AORTOI,8,8
70718,HVID-B4Q6HW,GID-3OIOOB,8,6
70719,HVID-WTK0DK,GID-4IAHQP,4,2
70720,HVID-CYIYY0,GID-AL3L8Z,7,9
70721,HVID-H2UIT6,GID-NFRMHD,1,0
70722,HVID-DO4NPO,GID-8I1YJO,0,8
70723,HVID-PXH5IC,GID-0YQBCD,0,8
70724,HVID-FN2GA8,GID-BSH5L1,8,7
70725,HVID-7LVQPF,GID-29CF83,8,7
70726,HVID-29Q0V9,GID-VCRNHU,2,6
70727,HVID-CDYMOY,GID-4XY96U,8,9
70728,HVID-ZG6XTR,GID-5R6Q0O,3,7
70729,HVID-205IRA,GID-1RIVTK,1,8
70730,HVID-O1UKYD,GID-81QFED,6,7
70731,HVID-AUXUTA,GID-C8E4U0,7,8
70732,HVID-IL5T8J,GID-4XDW2V,9,7
70733,HVID-LB9FWW,GID-41TM69,3,7
70734,HVID-DUP5VQ,GID-KS0ZDC,7,7
70735,HVID-KK1HGP,GID-Q0YJQR,6,7
70736,HVID-YVZMKK,GID-R21UZZ,7,0
70737,HVID-WP2CKH,GID-3KYYOY,9,8
70738,HVID-FWCZF0,GID-YKP8DK,1,8
70739,HVID-TYOHF2,GID-EVYKZS,5,7
70740,HVID-KLGNY9,GID-ANPCWJ,9,9
70741,HVID-YSJBCM,GID-7FNNKU,2,3
70742,HVID-IQJJ1D,GID-7D13ZK,2,8
70743,HVID-UEU1JE,GID-V5SGWV,6,9
70744,HVID-H1EO4K,GID-ASLNMG,7,7
70745,HVID-QZRJ4Y,GID-X4HDLB,8,8
70746,HVID-T55VGB,GID-TS3H6C,9,9
70747,HVID-CWKPEK,GID-B828MM,9,7
70748,HVID-S78JTH,GID-NNBLFC,0,7
70749,HVID-PUERW6,GID-5JKWWP,6,9
70750,HVID-TL0Z79,GID-NJ0QGB,2,9
70751,HVID-GQ9HFN,GID-GJ6CQM,2,8
70752,HVID-DPQYP0,GID-LC4OT2,2,8
70753,HVID-9Z4DUP,GID-RX60FJ,4,9
70754,HVID-I02VH6,GID-5B59JI,5,9
70755,HVID-Q005MT,GID-R9V8W8,4,6
70756,HVID-J4HVZI,GID-P02T8Q,7,8
70757,HVID-HUTA91,GID-TOHYY9,8,0
70758,HVID-PLR93M,GID-YZPI00,8,7
70759,HVID-8W4E9Q,GID-U9I1BF,8,9
70760,HVID-KPFYPF,GID-T5OHOO,3,8
70761,HVID-710TLZ,GID-3PNE1S,4,7
70762,HVID-WN9LSW,GID-VAYVG1,8,5
70763,HVID-I8CBUA,GID-6PTZNS,9,3
70764,HVID-CDM4X2,GID-SWC2HH,8,5
70765,HVID-G68DWX,GID-42RV4B,0,8
70766,HVID-WYWRUE,GID-CFGIHP,7,7
70767,HVID-JVPNQ4,GID-J35K3I,9,8
70768,HVID-IE1JC7,GID-AA6OCW,9,9
70769,HVID-7GYNIZ,GID-NMOPZ1,3,7
70770,HVID-6495DS,GID-K24HZV,9,8
70771,HVID-HOHNTH,GID-L2KDTD,8,6
70772,HVID-29HMT1,GID-IPD2VL,8,7
70773,HVID-0EQ62F,GID-I9GLQG,1,9
70774,HVID-5CPXU3,GID-HZETCO,7,9
70775,HVID-EBJW2J,GID-TIUY79,7,9
70776,HVID-Y8R4WG,GID-QO00Q4,8,6
70777,HVID-IW0OXY,GID-HZC3YE,6,1
70778,HVID-0WRCQO,GID-GTD8CI,1,8
70779,HVID-ER73U0,GID-R5A25Z,8,9
70780,HVID-V3IT63,GID-0MZ8YY,1,8
70781,HVID-DRICTL,GID-RPZI4F,9,9
70782,HVID-KN2NTY,GID-M1MMXO,2,7
70783,HVID-QF4EL1,GID-Z8AH6N,0,2
70784,HVID-I2MXXH,GID-54RVPT,7,7
70785,HVID-6XDAT4,GID-QWQZ9S,6,7
70786,HVID-NVWFXX,GID-DG2CLW,2,5
70787,HVID-N9WZ3V,GID-E4OOYN,6,6
70788,HVID-YBGDZ7,GID-3UYV41,9,9
70789,HVID-7BAX6M,GID-Y9E5HJ,3,9
70790,HVID-CZBRKS,GID-XGMWHI,8,9
70791,HVID-6JUZ50,GID-CNBSF1,7,8
70792,HVID-WF8VM0,GID-OPZZAS,9,7
70793,HVID-LQ9KUJ,GID-006ZIZ,0,8
70794,HVID-1Y4BGO,GID-5L89LB,2,9
70795,HVID-UFW8V8,GID-N3ZEHI,6,2
70796,HVID-OCSR3V,GID-9RHA4U,8,6
70797,HVID-8HG6ZS,GID-Q9DHJ1,3,7
70798,HVID-QYTLS3,GID-QHDUK4,5,9
70799,HVID-GPDJCE,GID-MQXW40,2,9
70800,HVID-1MM18U,GID-VLR61Z,7,9
70801,HVID-10ODM5,GID-1TUVZN,7,8
70802,HVID-OOLYV4,GID-RS926I,6,5
70803,HVID-PSPX87,GID-RNSU2D,6,9
70804,HVID-JXM1AG,GID-GYW9ZB,7,8
70805,HVID-UHPUS0,GID-6UDWPB,3,8
70806,HVID-S6RJWP,GID-Q7LZ4J,2,0
70807,HVID-EUX820,GID-6VO1JG,0,9
70808,HVID-R6YDE8,GID-7W52Y0,7,4
70809,HVID-O2SYCJ,GID-EQFR6M,0,7
70810,HVID-SSU1H3,GID-WFLX9P,3,8
70811,HVID-AA45GN,GID-6SG3KC,2,9
70812,HVID-VZU7XY,GID-T5R4WZ,0,8
70813,HVID-U8J38H,GID-A1LB8J,6,9
70814,HVID-81XL3S,GID-N1BUNK,5,1
70815,HVID-I2Q2AV,GID-HYUZGJ,6,8
70816,HVID-K2CF3Z,GID-JOQHC1,5,9
70817,HVID-G8AXFP,GID-8AN2II,2,7
70818,HVID-RVA1Q4,GID-DLJUY4,7,6
70819,HVID-9M0Y5T,GID-Z6XU70,8,7
70820,HVID-FDOYHH,GID-QV10XX,9,2
70821,HVID-AJAO1B,GID-XMOVQV,0,7
70822,HVID-49HDHG,GID-UVJVX9,7,2
70823,HVID-815IVJ,GID-NMXP1V,4,9
70824,HVID-XRK1Z2,GID-W400CI,9,9
70825,HVID-47R6ZP,GID-LBXPC0,0,7
70826,HVID-C0E86L,GID-JUFAC8,2,8
70827,HVID-YIX2EO,GID-695MEQ,6,9
70828,HVID-WGUX9U,GID-MCYSRK,1,8
70829,HVID-6HG1OC,GID-1UQ1OT,2,0
70830,HVID-4BRGRZ,GID-Q5JR9J,8,9
70831,HVID-PRZINB,GID-6WDHJK,6,9
70832,HVID-MJVLVR,GID-I5SJDI,7,9
70833,HVID-PONYUL,GID-Q29F8V,7,6
70834,HVID-R7WYV2,GID-XA882M,9,9
70835,HVID-850GIU,GID-DDNZCY,2,8
70836,HVID-OVU1UW,GID-XYC9V9,6,7
70837,HVID-140N6C,GID-ZT0DFL,3,7
70838,HVID-40A8NF,GID-GBUUU2,8,8
70839,HVID-KFNEH1,GID-UGJTID,5,7
70840,HVID-L79WBQ,GID-BPBMH5,8,3
70841,HVID-KYJGHC,GID-FAUZZ0,9,8
70842,HVID-J2IHC6,GID-PEDW3U,7,5
70843,HVID-A2EUVC,GID-A3RV1E,3,8
70844,HVID-Z6XHXP,GID-ILBPXI,9,9
70845,HVID-A2OVPQ,GID-V9J03L,6,7
70846,HVID-TGN95P,GID-Y6DPDA,3,3
70847,HVID-N0HQFT,GID-5BHP00,7,9
70848,HVID-MJ4JFS,GID-IOTZ67,1,2
70849,HVID-3D6J48,GID-DS5KO9,6,9
70850,HVID-XFHCNS,GID-KWTVV7,4,8
70851,HVID-UK79NT,GID-CR49OK,4,8
70852,HVID-Z35KKD,GID-4T2FVT,6,6
70853,HVID-LAEGGO,GID-F86171,7,7
70854,HVID-K50TGP,GID-JO6VMN,3,7
70855,HVID-A5MFZR,GID-MUZMOB,2,8
70856,HVID-4H59A9,GID-L6PAN6,9,1
70857,HVID-WR1086,GID-BBGIWG,6,8
70858,HVID-C9HDHI,GID-KDKLA7,6,7
70859,HVID-NO8R6X,GID-N2A6CJ,8,7
70860,HVID-6JKZDP,GID-2MIRPM,9,1
70861,HVID-Y0HGO3,GID-I2QMOK,0,9
70862,HVID-TMVHYT,GID-K7LX39,5,9
70863,HVID-9MBWDQ,GID-TMAZCQ,8,0
70864,HVID-V01685,GID-YDO4PI,3,9
70865,HVID-7IUYE0,GID-DX9MCR,2,9
70866,HVID-7PRBUP,GID-5MKRZP,0,9
70867,HVID-ZW5PAW,GID-RB0SUG,6,9
70868,HVID-QLZ2W3,GID-RWR4JC,0,7
70869,HVID-GRUJOW,GID-LN7Q93,5,7
70870,HVID-YUHQB8,GID-GA4CCO,4,9
70871,HVID-B1ZHLU,GID-PA4120,6,7
70872,HVID-4HWQIQ,GID-O8E00G,6,8
70873,HVID-WUTYNH,GID-2HY50P,7,8
70874,HVID-85CURA,GID-G8DBEM,9,2
70875,HVID-20MS2W,GID-XR8I49,1,9
70876,HVID-1A6U49,GID-MXA5XT,2,9
70877,HVID-9FENS3,GID-9OGWFK,9,8
70878,HVID-TQUWOF,GID-XLMN97,7,2
70879,HVID-PMVQ5E,GID-2E1GJA,1,5
70880,HVID-A4P937,GID-URWYIL,7,7
70881,HVID-AGK4JO,GID-K583H0,8,8
70882,HVID-VHCVD1,GID-54RY16,0,7
70883,HVID-1HQJL6,GID-BNI2VJ,7,9
70884,HVID-VSQZRP,GID-4W2MLE,9,5
70885,HVID-7QZYM8,GID-LZ3M4X,0,9
70886,HVID-2RYR5E,GID-6OLIMN,3,4
70887,HVID-9SPKCT,GID-IL3GPS,7,8
70888,HVID-BM3VS7,GID-Q8BED5,2,6
70889,HVID-8L84OO,GID-1538HR,6,0
70890,HVID-ZQ0HOD,GID-IOFZ1Y,1,9
70891,HVID-BZC70T,GID-1HFORK,1,3
70892,HVID-AXRF6L,GID-MVSS4H,7,9
70893,HVID-CGYNKB,GID-L1B008,4,1
70894,HVID-NKWEF1,GID-D1UU66,6,7
70895,HVID-6FUWSY,GID-ZHSEH6,1,8
70896,HVID-YPRD7E,GID-0HHDV3,3,7
70897,HVID-7L3TX5,GID-X6LZSU,4,9
70898,HVID-W5IUBC,GID-ZMSXTO,4,9
70899,HVID-2B431X,GID-CT5HUC,2,9
70900,HVID-4HVFFN,GID-XOGO7X,9,6
70901,HVID-0L31NU,GID-V5I3RU,6,7
70902,HVID-5UV7CF,GID-S673RJ,8,9
70903,HVID-QLU078,GID-6MRGCN,7,9
70904,HVID-6M38CP,GID-TNU2MN,4,7
70905,HVID-N5198N,GID-B1TVPM,1,7
70906,HVID-RHD69L,GID-5L1PXS,6,7
70907,HVID-1XI9FN,GID-YLDSXO,3,6
70908,HVID-VNO84S,GID-1Q8XAR,7,9
70909,HVID-3YR7UM,GID-LKC626,9,8
70910,HVID-S0GC23,GID-JCFO0P,5,0
70911,HVID-6YK9RO,GID-HKYQQ4,6,9
70912,HVID-4LWSFW,GID-9HVD2U,1,9
70913,HVID-KDQ8MA,GID-9DT2H7,3,1
70914,HVID-KTRNWJ,GID-0XJF69,3,0
70915,HVID-F3RUOF,GID-LOZDPM,7,4
70916,HVID-CNCIDL,GID-71UX8Q,8,5
70917,HVID-3W0Y7O,GID-81YLLN,3,9
70918,HVID-Z7GEGZ,GID-8JL2VR,6,8
70919,HVID-YJREFX,GID-XKS6QA,5,9
70920,HVID-Z9BWXN,GID-PU2KFU,6,6
70921,HVID-UO9E8Y,GID-MF4A7R,5,7
70922,HVID-ZIIUX6,GID-ZE66EG,5,8
70923,HVID-OGGV2R,GID-400I92,0,9
70924,HVID-5O37ZB,GID-WORZ7I,8,9
70925,HVID-1YXOYZ,GID-4FGOXU,5,1
70926,HVID-9JLEM1,GID-ISL09K,0,1
70927,HVID-PNN4XJ,GID-A108P9,7,6
70928,HVID-OGBJ1E,GID-9H8GGE,1,3
70929,HVID-RSDZ9C,GID-I8D38W,9,5
70930,HVID-4TA5T1,GID-8U8N3I,7,9
70931,HVID-HL9VEC,GID-MMK6YE,9,7
70932,HVID-MGT4RG,GID-I8O4IX,9,7
70933,HVID-YXAIMP,GID-FA8N70,3,7
70934,HVID-UOOM90,GID-TC09DF,5,9
70935,HVID-NGJB83,GID-KNTQQQ,5,3
70936,HVID-0PD08N,GID-DRO6HZ,3,8
